time,load_mw,wind,solar,central_power,local_power,commercial_power,net_imports
2024-08-03 01:00:00,1712.11,143.16,0.24,215.71,125.74,61.03,1164.42
2024-08-03 02:00:00,1678.68,154.04,0.26,227.66,125.65,61.18,1108.00
2024-08-03 03:00:00,1646.08,190.81,5.17,212.69,124.14,64.47,1046.87
2024-08-03 04:00:00,1678.53,237.01,91.13,191.85,136.08,67.65,952.47
2024-08-03 05:00:00,1821.29,267.15,340.04,195.61,153.32,67.64,794.97
2024-08-03 06:00:00,2017.42,277.86,800.68,201.15,174.11,62.69,498.64
2024-08-03 07:00:00,2188.25,291.80,1220.64,123.78,200.58,59.40,289.90
2024-08-03 08:00:00,2536.79,344.98,1607.10,117.98,211.69,57.60,195.03
2024-08-03 09:00:00,2622.08,379.05,1732.41,120.03,223.31,56.99,107.64
2024-08-03 10:00:00,2645.95,466.08,1650.66,121.32,222.54,53.25,129.73
2024-08-03 11:00:00,2738.30,498.26,1389.02,162.56,196.89,52.83,436.52
2024-08-03 12:00:00,2692.75,533.13,1111.17,236.58,185.41,52.18,572.01
2024-08-03 13:00:00,2543.96,536.44,783.61,185.60,172.22,55.73,808.09
2024-08-03 14:00:00,2286.13,493.13,607.24,202.88,161.62,56.64,762.42
2024-08-03 15:00:00,2256.61,430.35,423.25,207.72,151.34,58.56,983.23
2024-08-03 16:00:00,2253.89,401.15,316.67,271.03,147.20,62.59,1053.04
2024-08-03 17:00:00,2136.17,370.68,126.41,319.63,142.34,77.52,1097.55
2024-08-03 18:00:00,2060.53,387.67,47.30,300.86,143.33,78.99,1100.37
2024-08-03 19:00:00,2013.87,329.41,2.33,267.82,137.53,79.74,1194.97
2024-08-03 20:00:00,1928.96,337.05,0.54,298.66,258.44,88.62,943.35
2024-08-03 21:00:00,1811.37,350.41,0.38,290.25,135.85,64.48,967.96
2024-08-03 22:00:00,1729.31,242.44,0.41,323.36,119.79,61.65,979.79
2024-08-03 23:00:00,1682.18,209.50,0.33,261.01,117.85,59.72,1031.80
2024-08-04 00:00:00,1649.60,251.08,0.27,279.79,116.36,60.78,939.47
2024-08-04 01:00:00,1621.23,401.44,0.24,225.69,117.34,60.37,814.38
2024-08-04 02:00:00,1615.51,409.14,0.20,219.70,121.30,61.14,802.11
2024-08-04 03:00:00,1618.41,336.91,4.94,310.68,164.74,67.01,732.35
2024-08-04 04:00:00,1661.39,304.67,56.03,298.16,276.03,75.35,649.27
2024-08-04 05:00:00,1797.62,443.31,174.84,204.33,147.80,60.36,764.97
2024-08-04 06:00:00,1971.33,710.90,338.59,121.44,140.62,59.14,598.44
2024-08-04 07:00:00,2155.53,967.40,515.53,134.13,156.66,54.29,325.41
2024-08-04 08:00:00,2475.74,1296.11,743.01,142.07,173.81,53.44,65.02
2024-08-04 09:00:00,2711.26,1512.28,819.80,181.31,185.43,53.37,-42.95
2024-08-04 10:00:00,2782.03,1396.99,909.50,154.27,186.27,54.05,78.35
2024-08-04 11:00:00,2840.78,1460.86,964.73,154.82,180.47,54.12,23.67
2024-08-04 12:00:00,2818.77,1530.50,893.89,137.13,180.73,54.42,19.99
2024-08-04 13:00:00,2723.30,2213.27,1120.88,132.12,193.03,53.73,-991.94
2024-08-04 14:00:00,2645.31,2382.18,1259.44,117.93,205.69,53.51,-1375.43
2024-08-04 15:00:00,2500.25,2413.91,1240.88,180.10,202.59,53.67,-1593.04
2024-08-04 16:00:00,2396.23,2389.33,792.36,214.48,180.64,61.58,-1244.53
2024-08-04 17:00:00,2234.78,2207.00,337.92,267.45,153.86,70.33,-804.11
2024-08-04 18:00:00,2122.13,1896.73,79.30,288.98,154.12,70.76,-369.69
2024-08-04 19:00:00,2076.12,1657.21,4.37,364.27,143.06,69.82,-164.47
2024-08-04 20:00:00,2014.98,1576.83,0.49,205.82,139.61,64.83,25.40
2024-08-04 21:00:00,1930.81,1494.10,0.37,167.72,134.72,60.59,71.30
2024-08-04 22:00:00,1952.42,1427.53,0.38,216.63,131.87,60.20,114.04
2024-08-04 23:00:00,1969.11,1287.04,0.31,222.04,130.48,56.84,270.52
2024-08-05 00:00:00,1895.63,1069.93,0.26,229.12,123.18,56.87,414.45
2024-08-05 01:00:00,1782.05,946.56,0.26,169.50,119.82,56.68,487.36
2024-08-05 02:00:00,1750.86,851.03,0.23,207.93,119.21,57.09,513.62
2024-08-05 03:00:00,1812.05,757.20,7.41,181.00,121.03,60.33,683.17
2024-08-05 04:00:00,2060.70,597.03,94.58,313.90,146.40,67.40,839.40
2024-08-05 05:00:00,2385.45,421.94,360.09,281.13,175.84,67.34,1077.02
2024-08-05 06:00:00,2602.06,369.81,814.43,266.51,200.77,64.74,883.38
2024-08-05 07:00:00,2693.20,391.32,1060.16,305.05,204.95,58.23,671.21
2024-08-05 08:00:00,2848.64,322.34,1268.24,265.61,210.03,55.93,724.03
2024-08-05 09:00:00,2887.10,262.30,1496.82,292.80,225.20,56.04,551.93
2024-08-05 10:00:00,2929.93,250.86,1627.95,201.57,222.82,57.35,567.08
2024-08-05 11:00:00,3029.13,272.59,1590.76,195.90,207.70,57.42,702.48
2024-08-05 12:00:00,3046.37,269.26,1569.67,165.76,198.03,56.57,784.94
2024-08-05 13:00:00,2877.38,228.30,1497.22,169.60,200.79,57.34,721.77
2024-08-05 14:00:00,2714.04,215.57,1399.09,201.67,194.09,57.78,643.75
2024-08-05 15:00:00,2782.01,202.39,1146.37,244.14,178.30,70.11,938.50
2024-08-05 16:00:00,2682.42,179.18,731.04,274.51,189.06,71.18,1235.05
2024-08-05 17:00:00,2544.91,160.90,346.54,282.95,208.16,74.75,1469.29
2024-08-05 18:00:00,2410.41,112.25,91.19,343.60,199.92,76.12,1585.18
2024-08-05 19:00:00,2340.72,97.10,9.61,287.00,177.07,76.32,1691.18
2024-08-05 20:00:00,2262.07,57.63,0.49,263.22,150.33,75.78,1712.45
2024-08-05 21:00:00,2126.93,50.39,0.38,209.89,126.68,71.91,1665.59
2024-08-05 22:00:00,1996.35,88.12,0.36,271.42,124.83,64.13,1445.54
2024-08-05 23:00:00,1953.13,139.75,0.31,235.89,121.77,62.60,1390.65
2024-08-06 00:00:00,1938.85,223.64,0.30,225.59,126.22,61.48,1299.49
2024-08-06 01:00:00,1899.58,401.02,0.28,206.89,129.08,60.12,1100.45
2024-08-06 02:00:00,1889.05,581.66,0.29,195.91,128.93,62.90,917.59
2024-08-06 03:00:00,1932.89,790.02,4.23,199.62,134.74,63.11,739.15
2024-08-06 04:00:00,2177.24,842.62,82.36,330.32,157.93,64.67,697.16
2024-08-06 05:00:00,2523.11,791.85,346.75,228.12,175.42,64.33,914.58
2024-08-06 06:00:00,2750.91,642.24,826.82,216.63,204.09,63.74,795.49
2024-08-06 07:00:00,2847.56,601.73,1237.71,216.15,208.33,61.16,520.34
2024-08-06 08:00:00,2951.33,611.72,1633.30,158.87,208.25,57.49,279.50
2024-08-06 09:00:00,3060.34,666.49,1857.44,193.66,215.00,54.89,70.79
2024-08-06 10:00:00,3241.77,688.93,1881.74,189.89,221.27,51.64,206.06
2024-08-06 11:00:00,3331.16,674.75,1807.50,186.37,219.54,52.83,388.11
2024-08-06 12:00:00,3270.79,653.32,1653.53,213.84,216.10,52.85,479.01
2024-08-06 13:00:00,2879.62,613.60,1461.75,250.74,212.96,57.30,281.06
2024-08-06 14:00:00,2767.42,551.53,1256.75,330.87,199.62,58.85,367.67
2024-08-06 15:00:00,2782.25,507.62,917.59,510.54,189.15,72.26,582.82
2024-08-06 16:00:00,2692.30,465.16,570.35,669.90,183.74,73.61,727.53
2024-08-06 17:00:00,2557.09,417.38,267.95,734.02,211.63,78.75,845.27
2024-08-06 18:00:00,2434.03,425.28,79.76,744.63,201.57,77.91,902.79
2024-08-06 19:00:00,2369.18,585.10,8.05,708.49,201.44,79.07,785.09
2024-08-06 20:00:00,2290.12,1037.23,0.62,612.90,169.33,77.60,390.33
2024-08-06 21:00:00,2193.47,1406.51,0.50,357.14,159.79,73.23,194.55
2024-08-06 22:00:00,2124.61,1542.22,0.51,255.77,154.51,63.12,106.65
2024-08-06 23:00:00,2094.89,1463.94,0.36,283.88,243.33,70.18,31.17
2024-08-07 00:00:00,2042.73,1393.43,0.37,256.50,298.50,74.64,17.30
2024-08-07 01:00:00,1951.26,1263.36,0.35,229.97,145.83,63.55,246.59
2024-08-07 02:00:00,1909.32,1150.59,0.30,234.44,132.57,64.00,325.55
2024-08-07 03:00:00,1963.88,1124.04,9.77,261.76,130.41,65.80,369.74
2024-08-07 04:00:00,2205.72,933.17,84.41,277.68,145.31,67.97,695.07
2024-08-07 05:00:00,2567.76,676.02,336.10,310.15,157.22,65.55,1020.57
2024-08-07 06:00:00,2755.75,610.68,627.32,258.98,185.16,65.86,1005.58
2024-08-07 07:00:00,2809.28,552.62,868.58,311.84,176.52,60.64,836.88
2024-08-07 08:00:00,2920.69,427.34,1015.89,276.62,198.38,60.71,939.35
2024-08-07 09:00:00,2965.91,425.01,993.01,254.22,358.58,66.09,866.90
2024-08-07 10:00:00,2988.44,537.51,854.22,258.96,175.62,58.72,1101.13
2024-08-07 11:00:00,3114.34,591.93,888.22,216.45,167.12,57.83,1190.32
2024-08-07 12:00:00,2997.18,705.45,604.42,208.75,154.77,58.90,1262.47
2024-08-07 13:00:00,2945.51,680.51,744.43,179.13,298.67,69.95,970.44
2024-08-07 14:00:00,3109.67,596.61,990.10,171.06,157.97,58.99,1132.87
2024-08-07 15:00:00,3000.03,468.53,797.85,223.08,157.18,62.71,1288.34
2024-08-07 16:00:00,2832.84,381.16,706.83,231.34,168.96,73.71,1268.82
2024-08-07 17:00:00,2593.75,315.14,343.55,237.62,183.29,75.04,1436.84
2024-08-07 18:00:00,2467.16,441.89,89.83,280.52,182.97,74.91,1395.05
2024-08-07 19:00:00,2408.27,488.29,5.05,255.61,175.47,74.51,1407.08
2024-08-07 20:00:00,2247.09,683.93,0.49,235.64,163.09,74.77,1087.08
2024-08-07 21:00:00,2109.58,912.76,0.40,235.06,158.19,68.21,732.66
2024-08-07 22:00:00,2041.01,882.27,0.46,243.65,142.56,62.79,707.31
2024-08-07 23:00:00,2086.51,752.42,0.32,276.95,134.30,62.37,858.05
2024-08-08 00:00:00,2005.43,838.50,0.27,190.47,130.84,61.84,781.39
2024-08-08 01:00:00,1987.34,965.61,0.25,120.75,133.08,61.55,704.28
2024-08-08 02:00:00,1911.28,795.13,0.21,215.26,133.84,62.60,702.42
2024-08-08 03:00:00,1950.52,666.64,2.16,262.17,138.66,62.30,816.42
2024-08-08 04:00:00,2182.41,701.39,75.39,239.87,166.01,65.81,931.71
2024-08-08 05:00:00,2517.26,696.70,204.98,238.64,213.08,70.89,1090.56
2024-08-08 06:00:00,2705.88,600.40,368.38,269.38,193.95,66.35,1205.02
2024-08-08 07:00:00,2792.87,630.30,598.12,248.58,195.47,57.03,1061.09
2024-08-08 08:00:00,2935.36,823.74,925.55,225.33,206.55,55.72,695.82
2024-08-08 09:00:00,2991.59,1099.97,1111.73,181.77,211.84,56.34,327.81
2024-08-08 10:00:00,2974.94,1233.58,1291.57,208.40,212.60,54.64,-28.31
2024-08-08 11:00:00,3055.80,1431.66,1534.65,161.79,218.33,54.68,-347.64
2024-08-08 12:00:00,3047.85,1627.68,1572.37,159.47,225.55,54.13,-593.71
2024-08-08 13:00:00,2973.85,1781.97,1636.08,158.20,228.25,55.34,-888.37
2024-08-08 14:00:00,2818.66,1811.74,1438.99,130.95,215.12,57.02,-837.22
2024-08-08 15:00:00,2824.43,1574.04,1220.81,258.57,213.95,61.27,-506.59
2024-08-08 16:00:00,2714.02,1432.90,732.03,463.27,277.66,79.41,-273.24
2024-08-08 17:00:00,2548.08,1132.78,321.82,634.77,214.85,77.94,163.71
2024-08-08 18:00:00,2399.16,890.99,60.71,684.36,221.81,77.43,461.85
2024-08-08 19:00:00,2331.03,822.40,2.64,707.72,195.84,77.34,522.98
2024-08-08 20:00:00,2234.28,1101.37,0.48,542.68,163.34,72.98,351.16
2024-08-08 21:00:00,2100.11,1310.90,0.45,258.75,153.21,62.90,312.00
2024-08-08 22:00:00,2032.85,1603.39,0.38,130.84,149.29,61.02,85.95
2024-08-08 23:00:00,2010.06,1692.79,0.28,127.53,144.87,60.54,-18.01
2024-08-09 00:00:00,2114.80,2019.83,0.28,156.15,143.26,61.45,-268.16
2024-08-09 01:00:00,2271.23,2600.34,0.32,153.31,136.26,55.14,-675.88
2024-08-09 02:00:00,2364.44,3117.61,0.36,150.82,129.93,55.28,-1091.37
2024-08-09 03:00:00,2419.82,3068.69,0.53,146.43,128.25,55.29,-981.54
2024-08-09 04:00:00,2570.54,3409.75,12.56,149.68,128.98,53.92,-1186.44
2024-08-09 05:00:00,2785.38,3949.01,60.34,162.34,146.01,53.66,-1588.30
2024-08-09 06:00:00,2934.60,4094.44,98.53,148.77,150.11,55.08,-1614.33
2024-08-09 07:00:00,2995.36,4001.77,110.56,189.64,151.81,53.81,-1514.22
2024-08-09 08:00:00,3184.76,3601.45,150.80,182.90,142.80,45.65,-940.98
2024-08-09 09:00:00,3349.19,3041.17,275.02,147.52,154.15,43.75,-314.37
2024-08-09 10:00:00,3395.26,2348.28,523.09,100.57,164.49,43.49,213.28
2024-08-09 11:00:00,3432.95,2217.94,810.05,100.92,185.13,44.30,72.25
2024-08-09 12:00:00,3255.39,2504.05,816.35,105.12,195.50,44.44,-412.36
2024-08-09 13:00:00,3211.38,2537.59,1014.37,102.28,203.00,45.32,-693.70
2024-08-09 14:00:00,3158.65,3035.20,986.65,102.14,201.61,44.94,-1214.03
2024-08-09 15:00:00,3048.70,4077.32,862.24,115.28,188.54,45.50,-2242.58
2024-08-09 16:00:00,2847.15,4340.92,573.48,129.18,169.80,51.07,-2419.52
2024-08-09 17:00:00,2582.16,4072.88,271.56,100.47,149.19,57.73,-2071.80
2024-08-09 18:00:00,2363.61,3697.65,72.50,149.28,144.45,59.41,-1761.78
2024-08-09 19:00:00,2280.61,3490.04,2.66,168.56,136.39,59.54,-1578.79
2024-08-09 20:00:00,2209.82,3378.91,0.48,133.73,138.53,58.68,-1502.62
2024-08-09 21:00:00,2076.21,3265.64,0.57,142.47,136.78,59.37,-1530.50
2024-08-09 22:00:00,2006.79,3287.21,0.42,113.28,141.91,54.57,-1592.59
2024-08-09 23:00:00,1891.79,3277.42,0.39,100.37,151.49,54.98,-1694.91
2024-08-10 00:00:00,1877.58,3263.07,0.33,105.64,142.63,51.21,-1687.09
2024-08-10 01:00:00,1872.68,3108.59,0.28,111.42,126.42,46.02,-1521.79
2024-08-10 02:00:00,1881.31,2879.04,0.27,110.93,124.05,45.63,-1280.54
2024-08-10 03:00:00,1931.93,3089.52,1.92,110.79,124.58,48.41,-1445.30
2024-08-10 04:00:00,1880.78,3132.47,57.92,116.41,130.50,49.11,-1607.94
2024-08-10 05:00:00,2014.99,3089.19,301.21,134.72,153.82,48.90,-1714.88
2024-08-10 06:00:00,2287.09,3435.10,691.32,110.78,184.71,46.40,-2183.24
2024-08-10 07:00:00,2563.30,2978.16,778.34,110.79,188.31,45.81,-1540.20
2024-08-10 08:00:00,2708.44,2072.80,791.76,110.82,200.32,44.54,-514.01
2024-08-10 09:00:00,2876.94,1737.62,787.13,123.62,212.96,42.54,-29.24
2024-08-10 10:00:00,3081.21,1655.71,851.15,111.89,209.99,43.90,206.18
2024-08-10 11:00:00,3207.22,1556.23,883.59,110.79,212.71,45.59,396.14
2024-08-10 12:00:00,3101.35,1517.91,850.63,111.00,215.10,44.98,359.45
2024-08-10 13:00:00,2977.29,1578.65,751.39,110.86,222.98,44.94,266.19
2024-08-10 14:00:00,2751.12,1819.30,638.94,110.79,206.19,46.89,-73.26
2024-08-10 15:00:00,2723.35,3170.66,838.19,111.14,193.42,47.17,-1639.51
2024-08-10 16:00:00,2479.16,3903.57,656.87,111.84,175.35,50.20,-2421.04
2024-08-10 17:00:00,2290.43,3624.50,274.88,135.53,152.58,57.23,-1956.65
2024-08-10 18:00:00,2126.64,3292.76,60.35,363.49,163.16,60.02,-1815.36
2024-08-10 19:00:00,2088.11,2955.95,2.40,314.19,166.88,60.53,-1413.79
2024-08-10 20:00:00,1991.78,2696.15,0.57,189.07,156.45,60.56,-1113.18
2024-08-10 21:00:00,1905.22,2740.20,0.50,111.94,154.86,58.31,-1162.59
2024-08-10 22:00:00,1866.49,2872.53,0.42,136.41,146.99,57.82,-1349.50
2024-08-10 23:00:00,1819.86,2877.02,0.36,115.05,144.17,56.51,-1375.21
2024-08-11 00:00:00,1845.83,2831.62,0.36,110.79,149.73,57.43,-1305.91
2024-08-11 01:00:00,1796.95,2811.79,0.31,121.68,149.93,57.55,-1346.04
2024-08-11 02:00:00,1770.92,2718.82,0.29,116.32,147.17,58.50,-1271.98
2024-08-11 03:00:00,1702.83,2708.34,1.95,152.70,145.51,60.56,-1367.98
2024-08-11 04:00:00,1735.98,2516.47,72.79,152.87,153.71,60.21,-1222.22
2024-08-11 05:00:00,1853.47,2353.66,316.56,195.91,166.58,59.30,-1240.62
2024-08-11 06:00:00,2146.87,2356.31,763.96,149.00,182.91,55.82,-1363.26
2024-08-11 07:00:00,2375.44,2193.47,975.91,194.62,183.74,46.25,-1220.63
2024-08-11 08:00:00,2612.74,1363.50,810.67,163.50,198.38,45.02,29.45
2024-08-11 09:00:00,2747.65,1051.51,755.85,205.87,213.36,45.50,473.49
2024-08-11 10:00:00,2930.47,1051.72,746.44,197.19,200.98,44.91,687.03
2024-08-11 11:00:00,3230.44,1077.18,747.48,195.54,193.73,44.70,969.66
2024-08-11 12:00:00,3147.87,1091.35,743.50,162.52,189.09,44.53,914.69
2024-08-11 13:00:00,2710.90,1104.24,676.78,173.71,200.12,45.55,508.18
2024-08-11 14:00:00,2563.67,1726.59,761.64,157.36,193.02,44.12,-321.22
2024-08-11 15:00:00,2558.64,2560.88,1088.24,186.63,186.79,47.92,-1513.96
2024-08-11 16:00:00,2431.91,2363.71,738.92,321.70,186.26,58.83,-1239.76
2024-08-11 17:00:00,2286.07,1971.55,311.97,378.61,169.20,76.41,-623.87
2024-08-11 18:00:00,2152.23,1663.20,61.23,372.84,271.37,89.88,-308.30
2024-08-11 19:00:00,2098.29,1504.66,1.98,337.79,151.77,76.62,23.51
2024-08-11 20:00:00,2015.10,1346.25,0.44,217.43,144.63,76.28,227.81
2024-08-11 21:00:00,1935.41,1280.07,0.37,221.83,144.81,63.14,222.83
2024-08-11 22:00:00,1847.72,1247.82,0.28,255.17,136.60,60.43,145.43
2024-08-11 23:00:00,1827.12,1186.46,0.28,232.17,135.39,59.13,211.75
2024-08-12 00:00:00,1905.80,1037.97,0.24,208.40,130.22,59.03,468.10
2024-08-12 01:00:00,1872.32,878.39,0.22,239.35,131.48,59.88,561.25
2024-08-12 02:00:00,1778.72,713.11,0.22,241.98,172.33,67.57,581.71
2024-08-12 03:00:00,1860.38,581.00,2.08,261.92,135.12,62.00,816.16
2024-08-12 04:00:00,2143.78,439.92,62.22,291.38,144.69,63.63,1139.61
2024-08-12 05:00:00,2472.02,286.89,315.20,298.16,202.81,70.17,1296.72
2024-08-12 06:00:00,2677.81,170.32,840.27,265.08,244.16,75.87,1079.81
2024-08-12 07:00:00,2781.79,139.24,1349.26,259.98,205.29,57.59,768.31
2024-08-12 08:00:00,2895.77,78.41,1773.01,216.17,229.02,55.22,541.77
2024-08-12 09:00:00,2975.49,55.67,2074.03,186.97,236.00,52.65,367.84
2024-08-12 10:00:00,3016.86,22.32,2189.64,208.68,229.58,50.81,313.45
2024-08-12 11:00:00,3053.07,16.41,2218.39,189.33,229.80,50.87,345.90
2024-08-12 12:00:00,2991.02,22.12,2192.29,200.04,229.24,51.03,294.10
2024-08-12 13:00:00,2809.56,24.78,2036.51,247.57,225.68,55.46,217.31
2024-08-12 14:00:00,2758.68,28.22,1754.93,267.97,223.40,57.74,424.27
2024-08-12 15:00:00,2778.13,45.78,1332.53,343.93,202.42,57.48,793.73
2024-08-12 16:00:00,2679.20,103.08,789.31,357.83,185.66,69.82,1171.46
2024-08-12 17:00:00,2531.12,186.24,290.62,415.18,283.06,85.73,1268.10
2024-08-12 18:00:00,2391.36,384.07,56.97,324.57,313.88,90.97,1218.75
2024-08-12 19:00:00,2353.73,748.68,0.81,263.14,182.78,76.12,1080.23
2024-08-12 20:00:00,2307.52,1033.38,0.51,236.65,161.00,75.10,798.67
2024-08-12 21:00:00,2106.48,1439.64,0.46,193.74,159.64,62.41,248.30
2024-08-12 22:00:00,2100.99,1634.96,0.39,118.86,149.97,57.53,137.17
2024-08-12 23:00:00,1993.40,1621.96,0.35,116.77,152.72,58.96,40.80
2024-08-13 00:00:00,1994.88,1704.44,0.37,19.14,154.16,58.25,56.81
2024-08-13 01:00:00,1981.97,1857.68,0.31,4.55,162.44,58.89,-103.98
2024-08-13 02:00:00,1956.21,1891.91,0.30,37.33,155.20,58.86,-189.20
2024-08-13 03:00:00,2010.95,1731.56,0.83,175.02,164.16,61.44,-124.02
2024-08-13 04:00:00,2263.91,1447.95,64.94,337.01,354.92,80.59,-23.53
2024-08-13 05:00:00,2574.94,1321.22,274.63,310.10,249.25,79.00,338.52
2024-08-13 06:00:00,2758.15,1385.80,569.00,203.40,199.85,67.60,330.53
2024-08-13 07:00:00,2844.55,1341.80,803.29,174.47,213.44,58.71,250.69
2024-08-13 08:00:00,2961.57,1775.16,1206.29,113.56,229.36,56.64,-421.58
2024-08-13 09:00:00,3048.49,2256.89,1343.82,131.33,224.83,55.29,-965.77
2024-08-13 10:00:00,3039.35,2695.82,1109.17,153.69,205.02,55.64,-1182.19
2024-08-13 11:00:00,3160.77,2888.79,1072.10,121.35,205.89,57.56,-1187.02
2024-08-13 12:00:00,3107.26,2925.74,1204.11,110.28,210.56,58.53,-1404.31
2024-08-13 13:00:00,2956.26,3051.78,1030.17,113.00,210.28,57.36,-1508.58
2024-08-13 14:00:00,2878.76,2729.01,962.63,154.56,201.63,59.69,-1230.97
2024-08-13 15:00:00,2890.92,2484.03,662.15,214.05,189.24,63.95,-724.70
2024-08-13 16:00:00,2799.57,2442.40,428.86,219.16,177.71,74.46,-545.19
2024-08-13 17:00:00,2644.72,2195.97,203.18,322.55,191.60,74.65,-345.36
2024-08-13 18:00:00,2468.82,1710.66,35.71,318.88,199.54,75.35,126.61
2024-08-13 19:00:00,2438.43,2339.86,0.67,284.40,184.56,74.87,-447.89
2024-08-13 20:00:00,2325.39,2608.94,0.52,200.37,145.62,74.25,-706.46
2024-08-13 21:00:00,2192.49,2753.33,0.51,154.84,147.74,64.53,-930.61
2024-08-13 22:00:00,2239.92,2726.09,0.60,118.07,141.91,59.33,-807.96
2024-08-13 23:00:00,2163.58,2364.46,0.44,181.45,131.89,61.12,-577.81
2024-08-14 00:00:00,2056.74,1896.19,0.50,211.43,132.88,60.28,-246.37
2024-08-14 01:00:00,1957.98,1160.53,0.26,219.52,129.64,58.28,387.92
2024-08-14 02:00:00,1923.85,888.47,0.29,254.40,183.51,61.97,533.49
2024-08-14 03:00:00,2019.78,730.90,0.35,297.50,134.58,55.56,798.83
2024-08-14 04:00:00,2282.91,1047.04,31.42,213.35,149.70,61.53,777.52
2024-08-14 05:00:00,2629.05,1262.81,125.81,181.18,161.22,59.98,835.68
2024-08-14 06:00:00,2794.21,1122.67,216.61,183.05,155.39,56.62,1057.78
2024-08-14 07:00:00,2842.03,781.71,338.75,257.83,156.62,60.80,1244.28
2024-08-14 08:00:00,2957.95,419.05,556.43,285.99,173.51,58.95,1461.87
2024-08-14 09:00:00,3008.15,219.31,895.74,276.80,174.28,53.61,1386.04
2024-08-14 10:00:00,3017.50,195.17,1179.91,224.86,166.57,53.98,1194.55
2024-08-14 11:00:00,3032.02,211.27,1170.96,259.34,158.76,56.38,1172.81
2024-08-14 12:00:00,2966.26,297.92,1070.96,268.86,164.83,57.71,1103.89
2024-08-14 13:00:00,2849.60,393.48,778.16,300.00,209.20,66.01,1100.13
2024-08-14 14:00:00,2803.32,294.25,604.01,187.73,408.60,77.11,1229.37
2024-08-14 15:00:00,2849.31,133.90,411.00,280.81,399.89,80.07,1541.30
2024-08-14 16:00:00,2755.59,191.09,200.64,337.77,168.61,76.17,1779.09
2024-08-14 17:00:00,2616.23,204.98,110.59,353.54,424.30,98.69,1421.84
2024-08-14 18:00:00,2484.31,377.31,23.62,345.18,267.12,82.78,1385.86
2024-08-14 19:00:00,2415.40,445.82,0.66,342.14,197.71,78.48,1348.51
2024-08-14 20:00:00,2275.73,350.98,0.48,354.94,317.24,87.91,1162.09
2024-08-14 21:00:00,2141.16,200.96,0.44,341.82,143.15,61.47,1391.31
2024-08-14 22:00:00,2112.04,112.23,0.38,320.05,131.10,55.20,1490.91
2024-08-14 23:00:00,2028.19,134.23,0.33,267.51,129.15,51.48,1443.00
2024-08-15 00:00:00,2015.04,138.60,0.33,312.79,129.29,52.13,1379.88
2024-08-15 01:00:00,1994.81,127.03,0.35,337.29,136.29,58.92,1332.98
2024-08-15 02:00:00,1966.45,97.43,0.28,273.91,243.83,75.86,1273.12
2024-08-15 03:00:00,2020.56,165.44,0.30,264.08,138.62,66.01,1383.90
2024-08-15 04:00:00,2291.79,167.31,24.94,334.83,136.69,69.22,1556.57
2024-08-15 05:00:00,2630.34,103.07,175.00,362.15,250.60,77.25,1660.01
2024-08-15 06:00:00,2808.60,97.51,491.81,363.52,255.00,76.54,1522.15
2024-08-15 07:00:00,2888.24,166.54,872.53,278.63,187.63,60.23,1320.90
2024-08-15 08:00:00,2965.02,307.50,1421.94,212.01,206.39,57.75,757.48
2024-08-15 09:00:00,3137.94,487.13,1873.43,212.74,220.83,55.89,286.05
2024-08-15 10:00:00,3320.60,589.49,2027.22,197.89,220.11,46.03,237.44
2024-08-15 11:00:00,3440.19,594.06,1636.65,184.65,217.10,46.47,758.99
2024-08-15 12:00:00,3407.56,779.49,1518.75,127.87,218.19,46.63,714.52
2024-08-15 13:00:00,3240.81,1595.87,1386.42,141.01,216.63,49.42,-150.78
2024-08-15 14:00:00,2982.45,1979.17,1038.02,127.59,200.76,55.28,-420.49
2024-08-15 15:00:00,2929.64,2317.47,648.89,117.45,182.69,61.94,-401.02
2024-08-15 16:00:00,2852.21,2627.72,261.43,235.85,163.13,63.77,-501.85
2024-08-15 17:00:00,2711.05,2708.95,117.23,264.76,183.99,78.30,-644.37
2024-08-15 18:00:00,2594.99,2939.32,17.04,252.58,180.81,78.15,-874.94
2024-08-15 19:00:00,2522.60,2900.99,0.80,302.09,177.50,79.42,-940.09
2024-08-15 20:00:00,2358.63,2697.03,0.63,216.19,172.88,80.08,-810.44
2024-08-15 21:00:00,2213.73,2758.16,0.49,215.61,189.07,72.16,-1023.77
2024-08-15 22:00:00,2222.20,2682.54,0.50,155.77,160.47,63.87,-842.75
2024-08-15 23:00:00,2166.46,2357.72,0.42,222.80,155.54,63.69,-635.71
2024-08-16 00:00:00,2048.52,1915.34,0.45,243.71,151.23,63.95,-327.96
2024-08-16 01:00:00,1976.34,1621.81,0.36,271.95,219.85,75.41,-215.09
2024-08-16 02:00:00,1945.90,1227.76,0.32,215.90,143.03,63.62,293.47
2024-08-16 03:00:00,2031.32,908.84,0.29,199.07,136.78,64.34,719.91
2024-08-16 04:00:00,2282.18,611.07,10.43,311.10,200.12,75.40,1072.04
2024-08-16 05:00:00,2607.17,539.56,61.46,282.97,160.96,68.23,1491.86
2024-08-16 06:00:00,2772.44,592.90,162.00,188.79,148.60,69.48,1608.44
2024-08-16 07:00:00,2836.68,630.36,367.82,202.83,149.70,62.32,1421.53
2024-08-16 08:00:00,2936.20,682.29,697.61,190.89,160.65,56.18,1146.44
2024-08-16 09:00:00,2931.03,446.40,920.54,251.26,176.08,57.51,1076.96
