time,DK1,DK2,DE,NO2,SE3,SE4
2024-04-17 19:00:00,130.06,130.06,130.06,61.08,70.01,130.06
2024-04-17 20:00:00,99.04,99.04,99.04,59.99,59.99,99.04
2024-04-17 21:00:00,87.81,87.81,87.81,59.72,59.72,87.81
2024-04-17 22:00:00,91.83,91.83,91.83,62.81,61.82,91.80
2024-04-17 23:00:00,87.42,87.42,87.42,62.58,62.44,85.90
2024-04-18 00:00:00,88.53,88.53,88.53,62.69,62.69,86.12
2024-04-18 01:00:00,87.76,87.76,87.76,63.03,63.03,85.65
2024-04-18 02:00:00,89.61,89.61,89.61,63.81,63.81,88.85
2024-04-18 03:00:00,93.47,93.47,93.47,65.04,93.47,93.47
2024-04-18 04:00:00,121.88,121.88,121.88,67.90,121.88,121.88
2024-04-18 05:00:00,155.80,155.80,155.80,150.34,155.80,155.80
2024-04-18 06:00:00,131.19,131.19,131.19,127.13,131.19,131.19
2024-04-18 07:00:00,101.12,101.12,101.12,97.89,101.12,101.12
2024-04-18 08:00:00,90.21,90.21,90.21,87.02,90.21,90.21
2024-04-18 09:00:00,83.87,83.87,83.87,74.58,83.87,83.87
2024-04-18 10:00:00,80.64,80.64,80.64,64.15,80.64,80.64
2024-04-18 11:00:00,77.20,77.20,77.20,64.71,77.20,77.20
2024-04-18 12:00:00,73.01,73.01,73.01,62.63,73.01,73.01
2024-04-18 13:00:00,70.70,70.70,70.70,61.49,70.70,70.70
2024-04-18 14:00:00,70.88,70.88,70.88,63.15,70.88,70.88
2024-04-18 15:00:00,81.33,81.33,81.33,64.97,81.33,81.33
2024-04-18 16:00:00,94.03,94.03,94.03,66.47,94.03,94.03
2024-04-18 17:00:00,125.24,125.24,125.24,77.04,125.24,125.24
2024-04-18 18:00:00,128.83,128.83,128.83,74.98,128.83,128.83
2024-04-18 19:00:00,105.92,105.92,105.92,69.05,105.92,105.92
2024-04-18 20:00:00,89.89,89.89,89.89,63.98,63.98,89.89
2024-04-18 21:00:00,79.37,79.37,79.37,62.77,61.09,79.37
2024-04-18 22:00:00,77.21,77.21,77.21,61.23,49.18,77.21
2024-04-18 23:00:00,60.83,60.83,60.83,57.38,52.11,60.83
2024-04-19 00:00:00,50.53,50.53,50.53,50.53,50.53,50.53
2024-04-19 01:00:00,49.47,49.47,49.47,48.25,48.25,49.47
2024-04-19 02:00:00,47.97,47.97,47.97,46.91,47.97,47.97
2024-04-19 03:00:00,49.08,49.08,49.08,49.08,49.08,49.08
2024-04-19 04:00:00,60.12,60.12,60.12,58.08,60.12,60.12
2024-04-19 05:00:00,69.04,70.74,69.04,63.08,70.74,70.74
2024-04-19 06:00:00,76.00,77.87,76.00,63.99,77.87,77.87
2024-04-19 07:00:00,68.30,69.25,68.30,63.50,69.25,69.25
2024-04-19 08:00:00,60.20,61.27,60.20,61.27,61.27,61.27
2024-04-19 09:00:00,56.08,57.28,56.08,57.28,57.28,57.28
2024-04-19 10:00:00,50.91,52.16,50.91,52.16,52.16,52.16
2024-04-19 11:00:00,47.00,48.67,47.00,48.67,48.67,48.67
2024-04-19 12:00:00,44.94,46.38,44.94,46.38,46.38,46.38
2024-04-19 13:00:00,44.56,47.31,44.56,47.31,47.31,47.31
2024-04-19 14:00:00,50.91,50.91,50.91,50.91,50.91,50.91
2024-04-19 15:00:00,56.95,57.36,58.77,56.95,56.95,57.36
2024-04-19 16:00:00,63.49,63.08,63.49,60.04,60.04,63.08
2024-04-19 17:00:00,63.75,63.75,65.32,61.86,59.36,63.75
2024-04-19 18:00:00,64.69,64.69,66.28,62.20,52.16,64.69
2024-04-19 19:00:00,66.20,64.61,66.20,62.08,49.72,64.61
2024-04-19 20:00:00,63.95,63.71,65.27,62.09,45.62,63.71
2024-04-19 21:00:00,63.15,61.63,63.15,61.19,42.06,61.63
2024-04-19 22:00:00,60.24,58.79,60.24,60.24,39.92,58.79
2024-04-19 23:00:00,57.97,56.58,57.97,57.97,38.66,56.58
2024-04-20 00:00:00,57.33,55.95,57.33,57.33,37.51,55.95
2024-04-20 01:00:00,57.75,57.75,57.75,57.46,35.57,57.75
2024-04-20 02:00:00,61.04,61.04,61.04,59.15,32.13,61.04
2024-04-20 03:00:00,62.83,62.83,62.83,60.88,25.26,62.83
2024-04-20 04:00:00,63.92,63.92,63.92,61.93,25.45,63.92
2024-04-20 05:00:00,67.98,67.98,67.98,61.81,35.79,67.98
2024-04-20 06:00:00,65.04,65.04,65.04,60.70,39.71,65.04
2024-04-20 07:00:00,59.90,59.90,59.90,58.16,41.26,58.46
2024-04-20 08:00:00,50.05,50.05,50.05,52.85,42.07,48.85
2024-04-20 09:00:00,38.43,38.43,38.43,40.65,38.43,38.43
2024-04-20 10:00:00,28.97,28.97,28.97,34.47,28.97,28.97
2024-04-20 11:00:00,12.33,12.33,12.33,29.80,12.33,12.33
2024-04-20 12:00:00,10.55,10.55,10.55,28.76,10.55,10.55
2024-04-20 13:00:00,18.33,18.33,18.33,42.11,18.33,18.33
2024-04-20 14:00:00,37.41,37.41,37.41,51.40,37.41,37.41
2024-04-20 15:00:00,62.83,62.83,62.83,56.13,43.19,62.83
2024-04-20 16:00:00,78.90,78.90,78.90,59.85,47.31,78.90
2024-04-20 17:00:00,89.61,89.61,89.61,62.42,62.42,89.61
2024-04-20 18:00:00,97.04,97.04,97.04,63.22,63.22,97.04
2024-04-20 19:00:00,90.31,90.31,90.31,63.32,63.32,90.31
2024-04-20 20:00:00,86.07,86.07,86.07,62.92,62.92,86.07
2024-04-20 21:00:00,82.90,82.90,82.90,62.30,48.39,82.90
2024-04-20 22:00:00,81.85,81.85,81.85,63.04,54.71,81.85
2024-04-20 23:00:00,70.59,70.59,70.59,63.00,56.82,70.59
2024-04-21 00:00:00,69.53,69.53,69.53,62.64,58.10,69.53
2024-04-21 01:00:00,64.40,64.40,64.40,62.34,59.70,64.40
2024-04-21 02:00:00,63.88,63.88,63.88,61.83,60.93,63.88
2024-04-21 03:00:00,63.62,63.62,63.62,61.59,61.49,63.62
2024-04-21 04:00:00,64.43,64.43,64.43,61.04,61.04,64.43
2024-04-21 05:00:00,60.53,60.53,60.53,60.04,60.04,60.53
2024-04-21 06:00:00,60.88,60.88,60.88,59.17,60.88,60.88
2024-04-21 07:00:00,55.38,54.73,55.38,54.73,54.73,54.73
2024-04-21 08:00:00,32.99,43.29,32.99,43.29,43.29,43.29
2024-04-21 09:00:00,36.96,42.47,36.96,42.47,42.47,42.47
2024-04-21 10:00:00,6.06,43.94,6.06,43.94,43.94,43.94
2024-04-21 11:00:00,0.28,42.14,0.28,42.14,42.14,42.14
2024-04-21 12:00:00,-0.90,41.48,-0.90,41.48,41.48,41.48
2024-04-21 13:00:00,0.75,41.93,0.75,41.93,41.93,41.93
2024-04-21 14:00:00,6.01,47.70,6.01,48.15,47.70,47.70
2024-04-21 15:00:00,58.22,58.68,58.22,58.68,58.68,58.68
2024-04-21 16:00:00,74.60,74.60,74.60,61.23,74.60,74.60
2024-04-21 17:00:00,89.36,89.36,89.36,63.35,89.36,89.36
2024-04-21 18:00:00,95.26,95.26,95.26,66.02,95.26,95.26
2024-04-21 19:00:00,91.07,91.07,91.07,66.75,91.07,91.07
2024-04-21 20:00:00,89.41,89.41,89.41,65.45,84.63,84.63
2024-04-21 21:00:00,88.46,88.46,88.46,66.00,72.70,85.65
2024-04-21 22:00:00,78.97,78.97,78.97,64.75,77.08,77.08
2024-04-21 23:00:00,78.05,78.05,78.05,64.65,69.99,69.99
2024-04-22 00:00:00,78.44,78.44,78.44,64.55,64.55,64.55
2024-04-22 01:00:00,79.92,79.92,79.92,64.38,64.38,64.38
2024-04-22 02:00:00,79.79,79.79,79.79,64.70,69.51,69.51
2024-04-22 03:00:00,87.50,87.50,87.50,64.84,85.40,85.40
2024-04-22 04:00:00,105.90,105.90,105.90,65.62,105.90,105.90
2024-04-22 05:00:00,130.79,130.79,130.79,74.95,130.79,130.79
2024-04-22 06:00:00,117.46,117.46,117.46,113.82,117.46,117.46
2024-04-22 07:00:00,97.05,97.05,97.05,94.04,97.05,97.05
2024-04-22 08:00:00,81.86,81.86,81.86,79.32,81.86,81.86
2024-04-22 09:00:00,81.24,81.24,81.24,74.63,81.24,81.24
2024-04-22 10:00:00,77.05,77.05,77.05,70.57,77.05,77.05
2024-04-22 11:00:00,73.67,73.67,73.67,70.38,73.67,73.67
2024-04-22 12:00:00,74.13,74.13,74.17,66.39,74.13,74.13
2024-04-22 13:00:00,75.01,76.59,78.48,66.11,75.01,76.59
2024-04-22 14:00:00,71.90,81.57,81.57,67.51,71.90,81.57
2024-04-22 15:00:00,96.79,96.79,96.79,69.43,96.79,96.79
2024-04-22 16:00:00,118.20,118.20,118.20,68.53,118.20,118.20
2024-04-22 17:00:00,164.05,164.05,164.05,68.01,164.05,164.05
2024-04-22 18:00:00,170.96,170.96,170.96,68.89,170.96,170.96
2024-04-22 19:00:00,130.05,130.05,130.05,67.69,130.05,130.05
2024-04-22 20:00:00,105.77,105.77,105.77,67.10,105.77,105.77
2024-04-22 21:00:00,96.99,96.99,96.99,66.21,96.99,96.99
2024-04-22 22:00:00,88.32,88.32,88.32,67.76,88.32,88.32
2024-04-22 23:00:00,86.69,86.69,86.69,67.53,86.69,86.69
2024-04-23 00:00:00,85.95,85.95,85.95,67.33,85.95,85.95
2024-04-23 01:00:00,85.42,85.42,85.42,67.27,85.42,85.42
2024-04-23 02:00:00,86.35,86.35,86.35,67.15,86.35,86.35
2024-04-23 03:00:00,97.69,97.69,97.69,67.39,97.69,97.69
2024-04-23 04:00:00,121.40,121.40,121.40,68.54,121.40,121.40
2024-04-23 05:00:00,181.26,181.26,181.26,170.64,181.26,181.26
2024-04-23 06:00:00,136.28,136.28,136.28,131.92,136.28,136.28
2024-04-23 07:00:00,98.38,98.38,98.38,95.33,98.38,98.38
2024-04-23 08:00:00,82.87,82.87,82.87,79.83,82.87,82.87
2024-04-23 09:00:00,77.26,77.26,77.26,74.77,77.26,77.26
2024-04-23 10:00:00,77.46,77.46,77.46,75.06,77.46,77.46
2024-04-23 11:00:00,79.38,79.38,79.38,75.74,79.38,79.38
2024-04-23 12:00:00,78.62,78.62,78.62,76.18,78.62,78.62
2024-04-23 13:00:00,80.02,80.02,80.02,73.88,80.02,80.02
2024-04-23 14:00:00,83.02,83.02,83.02,72.87,83.02,83.02
2024-04-23 15:00:00,89.97,89.97,89.97,70.08,89.97,89.97
2024-04-23 16:00:00,102.40,102.40,102.40,70.63,102.40,102.40
2024-04-23 17:00:00,123.01,123.01,123.01,69.99,123.01,123.01
2024-04-23 18:00:00,125.07,125.07,125.07,70.63,125.07,125.07
2024-04-23 19:00:00,105.10,105.10,105.10,69.98,105.10,105.10
2024-04-23 20:00:00,92.73,92.73,92.73,68.97,92.73,92.73
2024-04-23 21:00:00,81.55,81.55,81.55,68.76,81.55,81.55
2024-04-23 22:00:00,80.55,79.84,81.80,71.86,79.84,79.84
2024-04-23 23:00:00,76.29,76.10,77.97,70.59,76.10,76.10
2024-04-24 00:00:00,75.88,75.31,77.16,70.17,75.31,75.31
2024-04-24 01:00:00,73.07,73.07,74.86,69.16,73.07,73.07
2024-04-24 02:00:00,76.04,76.04,77.37,68.45,76.04,76.04
2024-04-24 03:00:00,81.83,81.83,81.83,69.65,81.83,81.83
2024-04-24 04:00:00,101.66,101.66,101.66,70.98,101.66,101.66
2024-04-24 05:00:00,128.17,131.32,128.17,92.72,131.32,131.32
2024-04-24 06:00:00,107.07,129.23,107.07,103.75,129.23,129.23
2024-04-24 07:00:00,91.81,97.08,91.81,79.69,97.08,97.08
2024-04-24 08:00:00,90.74,92.97,90.74,77.37,92.97,92.97
2024-04-24 09:00:00,88.35,91.04,88.35,73.16,91.04,91.04
2024-04-24 10:00:00,82.60,85.62,82.60,70.98,85.62,85.62
2024-04-24 11:00:00,80.09,83.48,80.09,69.65,83.48,83.48
2024-04-24 12:00:00,76.53,80.55,76.53,69.45,80.55,80.55
2024-04-24 13:00:00,80.71,82.69,80.71,68.21,82.69,82.69
2024-04-24 14:00:00,81.12,85.15,81.12,69.39,85.15,85.15
2024-04-24 15:00:00,86.60,96.09,86.60,68.96,96.09,96.09
2024-04-24 16:00:00,101.54,104.04,101.54,70.37,104.04,104.04
2024-04-24 17:00:00,135.20,135.20,135.20,71.56,135.20,135.20
2024-04-24 18:00:00,143.44,143.44,143.44,71.97,143.44,143.44
2024-04-24 19:00:00,121.16,121.16,121.16,72.23,121.16,121.16
2024-04-24 20:00:00,105.31,105.31,105.31,72.09,105.31,105.31
2024-04-24 21:00:00,90.21,90.21,90.21,71.57,90.21,90.21
2024-04-24 22:00:00,83.50,83.50,83.50,73.21,83.50,83.50
2024-04-24 23:00:00,80.00,80.00,80.00,71.65,80.00,80.00
2024-04-25 00:00:00,77.37,77.37,77.37,71.51,77.37,77.37
2024-04-25 01:00:00,76.05,76.05,76.05,69.94,76.05,76.05
2024-04-25 02:00:00,75.24,75.24,75.24,69.16,75.24,75.24
2024-04-25 03:00:00,84.02,84.02,84.02,68.47,84.02,84.02
2024-04-25 04:00:00,102.44,102.44,102.44,69.59,102.44,102.44
2024-04-25 05:00:00,129.05,130.98,129.05,77.60,130.98,130.98
2024-04-25 06:00:00,112.71,114.36,112.71,71.99,114.36,114.36
2024-04-25 07:00:00,92.10,92.56,92.10,85.47,92.56,92.56
2024-04-25 08:00:00,80.01,80.17,80.01,76.64,80.17,80.17
2024-04-25 09:00:00,78.20,78.20,78.20,71.99,78.20,78.20
2024-04-25 10:00:00,73.92,73.92,73.92,69.86,73.92,73.92
2024-04-25 11:00:00,68.67,69.02,68.67,68.60,69.02,69.02
2024-04-25 12:00:00,66.41,66.81,66.41,66.81,66.81,66.81
2024-04-25 13:00:00,69.32,69.38,69.32,68.04,69.38,69.38
2024-04-25 14:00:00,72.81,72.81,72.81,69.68,72.81,72.81
2024-04-25 15:00:00,79.88,79.88,79.88,77.40,79.88,79.88
2024-04-25 16:00:00,95.17,95.17,95.17,90.66,95.17,95.17
2024-04-25 17:00:00,141.09,141.09,141.09,81.21,141.09,141.09
2024-04-25 18:00:00,152.29,152.29,152.29,78.40,152.29,152.29
2024-04-25 19:00:00,113.71,113.71,113.71,74.97,113.71,113.71
2024-04-25 20:00:00,91.35,91.35,91.35,71.84,91.35,91.35
2024-04-25 21:00:00,79.74,79.74,79.74,71.13,79.74,79.74
2024-04-25 22:00:00,79.87,79.87,79.87,77.24,79.87,79.87
2024-04-25 23:00:00,74.00,74.00,74.00,71.71,74.00,74.00
2024-04-26 00:00:00,74.20,74.20,74.70,71.83,72.91,72.91
2024-04-26 01:00:00,74.07,74.07,74.07,71.70,72.29,72.29
2024-04-26 02:00:00,77.10,77.10,77.10,74.10,77.10,77.10
2024-04-26 03:00:00,82.98,82.98,83.69,76.21,82.98,82.98
2024-04-26 04:00:00,93.50,93.50,93.50,90.21,93.50,93.50
2024-04-26 05:00:00,104.06,104.06,104.06,101.04,104.06,104.06
2024-04-26 06:00:00,96.06,96.06,96.06,93.08,96.06,96.06
2024-04-26 07:00:00,81.08,81.08,81.08,78.57,81.08,81.08
2024-04-26 08:00:00,77.81,77.81,77.81,75.40,77.81,77.81
2024-04-26 09:00:00,72.95,72.95,72.95,70.68,72.95,72.95
2024-04-26 10:00:00,70.35,70.35,70.35,68.78,70.35,70.35
2024-04-26 11:00:00,68.74,68.74,68.74,68.36,68.74,68.74
2024-04-26 12:00:00,65.37,65.37,65.37,65.37,65.37,65.37
2024-04-26 13:00:00,69.92,69.92,69.92,68.65,69.92,69.92
2024-04-26 14:00:00,71.70,71.70,71.70,69.47,71.70,71.70
2024-04-26 15:00:00,80.46,80.46,80.46,78.02,80.46,80.46
2024-04-26 16:00:00,93.88,93.88,94.78,90.66,93.88,93.88
2024-04-26 17:00:00,128.61,128.74,131.90,124.49,128.61,128.74
2024-04-26 18:00:00,136.56,136.56,141.58,132.19,132.19,136.56
2024-04-26 19:00:00,110.00,110.00,110.00,105.14,105.14,105.14
2024-04-26 20:00:00,92.71,92.71,92.71,81.13,81.13,81.13
2024-04-26 21:00:00,88.26,88.26,88.26,78.56,78.56,78.56
2024-04-26 22:00:00,90.29,90.29,90.29,73.06,73.06,73.06
2024-04-26 23:00:00,88.90,88.90,88.90,68.98,68.98,68.98
2024-04-27 00:00:00,86.59,86.59,86.59,68.03,68.03,68.03
2024-04-27 01:00:00,89.03,89.03,89.03,68.53,68.53,68.53
2024-04-27 02:00:00,87.69,87.69,87.69,68.66,68.66,68.66
2024-04-27 03:00:00,83.88,83.88,85.68,69.56,69.56,83.62
2024-04-27 04:00:00,86.08,86.08,86.08,67.67,67.67,84.01
2024-04-27 05:00:00,79.04,79.04,79.04,67.35,69.39,77.15
2024-04-27 06:00:00,68.65,68.65,68.65,63.11,68.50,68.50
2024-04-27 07:00:00,59.07,59.07,59.07,59.07,59.07,59.07
2024-04-27 08:00:00,38.21,38.21,36.02,50.98,50.98,38.21
2024-04-27 09:00:00,26.09,26.09,8.43,44.01,44.01,26.09
2024-04-27 10:00:00,39.51,39.51,0.03,43.42,43.42,39.51
2024-04-27 11:00:00,41.41,41.41,-0.06,42.64,42.64,41.41
2024-04-27 12:00:00,24.50,24.50,0.00,43.05,43.05,24.50
2024-04-27 13:00:00,10.06,10.06,0.00,45.12,45.12,10.06
2024-04-27 14:00:00,20.93,20.93,19.95,52.72,52.72,20.93
2024-04-27 15:00:00,62.18,62.36,62.18,61.47,62.36,62.36
2024-04-27 16:00:00,86.18,86.00,86.18,63.77,86.00,86.00
2024-04-27 17:00:00,119.90,119.90,119.90,69.67,119.90,119.90
2024-04-27 18:00:00,112.27,112.27,112.27,77.74,112.27,112.27
2024-04-27 19:00:00,85.00,85.00,85.00,71.34,85.00,85.00
2024-04-27 20:00:00,75.90,75.90,75.90,69.85,75.90,75.90
2024-04-27 21:00:00,65.23,65.23,65.23,63.34,65.23,65.23
2024-04-27 22:00:00,56.39,56.39,56.39,56.39,56.39,56.39
2024-04-27 23:00:00,46.14,46.14,46.14,46.14,46.14,46.14
2024-04-28 00:00:00,39.60,39.60,39.60,39.60,39.60,39.60
2024-04-28 01:00:00,31.55,32.32,31.55,32.56,32.56,32.32
2024-04-28 02:00:00,27.60,28.49,27.60,28.49,28.49,28.49
2024-04-28 03:00:00,26.05,26.69,26.05,26.82,26.82,26.69
2024-04-28 04:00:00,9.95,9.95,9.92,10.25,15.12,9.95
2024-04-28 05:00:00,0.25,0.25,0.10,0.10,25.76,0.25
2024-04-28 06:00:00,0.26,0.26,-0.07,0.42,29.62,0.26
2024-04-28 07:00:00,0.22,0.22,-1.02,0.22,32.34,0.22
2024-04-28 08:00:00,0.00,0.00,-16.63,13.68,33.67,0.00
2024-04-28 09:00:00,-0.96,-0.96,-36.72,19.41,31.94,-0.96
2024-04-28 10:00:00,-2.42,-1.11,-60.05,14.97,29.32,-1.11
2024-04-28 11:00:00,-2.50,-2.50,-60.09,14.79,27.20,-2.50
2024-04-28 12:00:00,-2.52,-2.52,-65.06,10.53,24.96,-2.52
2024-04-28 13:00:00,-2.10,-2.03,-52.43,11.67,12.99,-2.03
2024-04-28 14:00:00,-2.08,-0.98,-23.45,17.71,17.71,-0.98
2024-04-28 15:00:00,-0.02,0.00,-0.02,24.77,24.77,0.00
2024-04-28 16:00:00,25.38,35.44,25.38,35.44,35.44,35.44
2024-04-28 17:00:00,69.36,59.31,69.36,51.38,51.38,59.31
2024-04-28 18:00:00,77.45,77.45,77.45,56.86,56.86,75.59
2024-04-28 19:00:00,78.19,78.19,78.56,59.08,59.08,76.67
2024-04-28 20:00:00,62.76,62.76,72.21,59.31,59.31,62.76
2024-04-28 21:00:00,56.03,56.03,66.94,56.03,46.70,46.70
2024-04-28 22:00:00,41.10,41.10,63.15,51.00,41.10,41.10
2024-04-28 23:00:00,49.71,49.71,60.05,49.71,39.44,39.44
2024-04-29 00:00:00,53.50,53.50,58.93,53.50,38.04,38.04
2024-04-29 01:00:00,59.50,59.50,62.46,54.78,37.44,37.44
2024-04-29 02:00:00,56.89,56.89,76.82,55.24,38.05,38.05
2024-04-29 03:00:00,82.13,82.13,85.18,56.77,39.91,82.13
2024-04-29 04:00:00,99.07,99.07,102.38,61.63,59.99,92.71
2024-04-29 05:00:00,117.95,117.95,117.95,79.99,79.99,112.44
2024-04-29 06:00:00,100.69,100.69,100.69,95.77,95.77,96.95
2024-04-29 07:00:00,75.17,75.17,75.17,62.63,62.63,65.01
2024-04-29 08:00:00,59.21,59.21,59.21,54.41,51.87,51.87
2024-04-29 09:00:00,36.46,36.46,36.46,49.55,34.32,34.32
2024-04-29 10:00:00,36.18,36.18,36.18,38.57,31.39,31.39
2024-04-29 11:00:00,35.59,35.59,35.59,36.73,25.32,25.32
2024-04-29 12:00:00,33.63,33.63,33.63,39.17,25.17,25.17
2024-04-29 13:00:00,35.57,35.57,35.57,47.06,32.65,32.65
2024-04-29 14:00:00,47.68,47.68,47.68,53.60,35.29,47.68
2024-04-29 15:00:00,85.75,85.75,85.75,56.86,37.65,85.74
2024-04-29 16:00:00,104.73,104.73,104.73,63.92,42.00,104.73
2024-04-29 17:00:00,180.04,180.04,180.04,64.59,64.59,179.44
2024-04-29 18:00:00,204.57,204.57,204.57,65.86,65.86,204.57
2024-04-29 19:00:00,108.55,108.55,108.55,65.50,65.50,108.55
2024-04-29 20:00:00,87.29,87.29,87.29,61.12,61.12,87.29
2024-04-29 21:00:00,79.20,79.20,81.15,55.93,40.00,79.20
2024-04-29 22:00:00,71.99,71.99,73.76,51.88,30.92,71.99
2024-04-29 23:00:00,65.17,65.17,66.77,51.37,31.09,65.17
2024-04-30 00:00:00,68.72,68.72,70.41,51.23,33.07,68.72
2024-04-30 01:00:00,63.65,63.65,70.00,51.27,35.75,63.65
2024-04-30 02:00:00,52.76,52.76,70.00,51.23,51.23,52.76
2024-04-30 03:00:00,53.47,55.05,78.77,51.92,51.92,55.05
2024-04-30 04:00:00,55.81,92.67,94.95,54.19,54.19,92.67
2024-04-30 05:00:00,80.73,99.50,101.95,60.03,60.03,99.50
2024-04-30 06:00:00,88.46,84.45,88.46,74.92,84.45,84.45
2024-04-30 07:00:00,77.00,69.22,77.00,62.66,62.66,69.22
2024-04-30 08:00:00,62.06,52.54,62.06,52.54,52.54,52.54
2024-04-30 09:00:00,47.10,43.91,47.10,47.41,43.91,43.91
2024-04-30 10:00:00,28.05,31.25,28.05,36.20,31.25,31.25
2024-04-30 11:00:00,11.30,11.30,11.30,24.10,24.10,11.30
2024-04-30 12:00:00,10.00,10.00,10.00,14.99,14.99,10.00
2024-04-30 13:00:00,19.14,19.41,19.14,27.35,25.32,19.41
2024-04-30 14:00:00,45.84,45.58,45.84,46.03,45.58,45.58
2024-04-30 15:00:00,53.39,53.39,66.95,52.85,53.39,53.39
2024-04-30 16:00:00,61.05,61.05,86.20,53.81,53.81,61.05
2024-04-30 17:00:00,65.22,65.22,122.01,54.30,54.30,65.22
2024-04-30 18:00:00,64.73,64.73,132.41,54.07,54.07,64.73
2024-04-30 19:00:00,66.05,66.05,88.37,53.42,53.42,66.05
2024-04-30 20:00:00,54.09,54.09,77.97,52.52,52.52,54.09
2024-04-30 21:00:00,51.54,50.05,75.69,50.05,50.05,50.05
2024-04-30 22:00:00,48.65,38.00,66.81,47.24,38.00,38.00
2024-04-30 23:00:00,48.69,36.61,55.09,47.28,36.61,36.61
2024-05-01 00:00:00,48.71,35.82,50.31,47.29,35.82,35.82
2024-05-01 01:00:00,43.99,35.10,43.99,42.63,35.10,35.10
2024-05-01 02:00:00,47.81,35.59,47.81,43.09,35.59,35.59
2024-05-01 03:00:00,44.69,35.55,44.69,40.78,35.55,35.55
2024-05-01 04:00:00,42.48,38.29,42.48,38.29,38.29,38.29
2024-05-01 05:00:00,28.08,28.08,28.08,28.08,28.08,28.08
2024-05-01 06:00:00,8.45,8.68,8.45,14.99,9.42,8.68
2024-05-01 07:00:00,0.01,0.01,0.01,3.83,3.83,0.01
2024-05-01 08:00:00,-0.97,-0.97,-0.97,3.49,3.49,-0.97
2024-05-01 09:00:00,-2.42,-2.42,-40.05,4.17,4.17,-2.42
2024-05-01 10:00:00,-2.45,-2.45,-91.90,2.29,2.29,-2.45
2024-05-01 11:00:00,-2.09,-2.09,-120.00,1.50,1.50,-2.09
2024-05-01 12:00:00,-2.06,-2.06,-120.07,0.44,0.44,-2.06
2024-05-01 13:00:00,-2.45,-2.45,-79.98,0.66,0.66,-2.45
2024-05-01 14:00:00,-0.98,-0.98,-30.01,3.29,3.29,-0.98
2024-05-01 15:00:00,-0.10,-0.10,-1.14,4.37,4.37,-0.10
2024-05-01 16:00:00,15.32,23.25,15.32,23.25,23.25,23.25
2024-05-01 17:00:00,50.40,41.82,50.40,41.82,41.82,41.82
2024-05-01 18:00:00,50.00,48.80,50.00,45.75,45.75,48.80
2024-05-01 19:00:00,34.01,34.01,34.01,35.10,34.01,34.01
2024-05-01 20:00:00,29.92,29.92,29.92,30.81,29.92,29.92
2024-05-01 21:00:00,22.00,22.00,22.00,22.65,22.00,22.00
2024-05-01 22:00:00,14.56,14.56,14.56,14.99,14.56,14.56
2024-05-01 23:00:00,10.94,10.94,10.94,11.27,10.94,10.94
2024-05-02 00:00:00,10.00,10.00,10.00,10.30,10.00,10.00
2024-05-02 01:00:00,7.80,7.80,7.80,8.05,7.80,7.80
2024-05-02 02:00:00,10.63,10.94,10.63,12.16,10.94,10.94
2024-05-02 03:00:00,30.73,30.42,32.06,30.42,30.42,30.42
2024-05-02 04:00:00,39.82,39.82,72.72,39.82,39.82,39.82
2024-05-02 05:00:00,51.76,51.76,78.28,49.63,49.63,51.76
2024-05-02 06:00:00,58.63,58.63,62.90,46.90,46.90,58.63
2024-05-02 07:00:00,31.45,31.45,31.45,31.45,31.45,31.45
2024-05-02 08:00:00,5.10,5.22,5.10,20.32,20.32,5.22
2024-05-02 09:00:00,-0.08,-0.08,-0.08,8.69,8.69,-0.08
2024-05-02 10:00:00,-1.73,-1.04,-1.73,4.97,4.97,-1.04
2024-05-02 11:00:00,-2.70,-2.70,-4.19,0.08,4.92,-2.70
2024-05-02 12:00:00,-0.05,-0.05,-0.05,1.51,4.91,-0.05
2024-05-02 13:00:00,-1.39,0.00,-1.39,6.55,6.55,0.00
2024-05-02 14:00:00,4.04,4.09,4.04,22.02,22.02,4.09
2024-05-02 15:00:00,34.92,34.92,55.16,34.92,34.92,34.92
2024-05-02 16:00:00,39.05,39.05,81.22,39.05,39.05,39.05
2024-05-02 17:00:00,41.92,41.92,87.96,41.92,41.92,41.92
2024-05-02 18:00:00,41.99,41.99,85.14,41.99,41.99,41.99
2024-05-02 19:00:00,41.92,41.92,82.31,41.92,41.92,41.92
2024-05-02 20:00:00,37.87,37.87,78.21,37.87,37.87,37.87
2024-05-02 21:00:00,33.93,33.93,71.02,33.93,33.93,33.93
2024-05-02 22:00:00,29.78,29.78,61.90,29.78,29.78,29.78
2024-05-02 23:00:00,29.35,29.35,59.14,29.35,29.35,29.35
2024-05-03 00:00:00,29.96,29.96,57.95,29.96,29.96,29.96
2024-05-03 01:00:00,30.01,30.01,58.50,30.01,30.01,30.01
2024-05-03 02:00:00,30.44,30.44,59.14,30.44,30.44,30.44
2024-05-03 03:00:00,31.94,31.94,69.17,31.94,31.94,31.94
2024-05-03 04:00:00,35.08,35.08,83.76,35.08,35.08,35.08
2024-05-03 05:00:00,42.96,42.96,85.47,41.71,42.96,42.96
2024-05-03 06:00:00,42.74,42.74,92.31,41.50,42.74,42.74
2024-05-03 07:00:00,38.69,38.69,88.25,38.69,38.69,38.69
2024-05-03 08:00:00,38.09,38.09,77.95,38.09,38.09,38.09
2024-05-03 09:00:00,33.97,34.98,72.58,34.98,34.98,34.98
