time,DK1,DK2,DE,NO2,SE3,SE4
2024-01-16 16:00:00,128.15,170.81,128.15,124.43,170.81,170.81
2024-01-16 17:00:00,127.31,133.08,127.31,123.62,133.08,133.08
2024-01-16 18:00:00,111.77,111.77,111.77,108.31,111.77,111.77
2024-01-16 19:00:00,95.49,95.49,95.49,92.53,95.49,95.49
2024-01-16 20:00:00,86.21,86.21,86.21,84.12,86.21,86.21
2024-01-16 21:00:00,82.04,82.04,82.04,79.67,82.04,82.04
2024-01-16 22:00:00,77.69,77.69,77.69,77.69,77.69,77.69
2024-01-16 23:00:00,67.86,69.89,71.61,69.89,69.89,69.89
2024-01-17 00:00:00,67.35,69.36,71.52,69.36,69.36,69.36
2024-01-17 01:00:00,66.48,68.47,70.69,68.47,68.47,68.47
2024-01-17 02:00:00,65.60,67.56,69.74,67.56,67.56,67.56
2024-01-17 03:00:00,65.36,67.31,69.47,67.31,67.31,67.31
2024-01-17 04:00:00,65.33,67.28,71.06,67.28,67.28,67.28
2024-01-17 05:00:00,66.94,70.65,75.09,70.65,70.65,70.65
2024-01-17 06:00:00,79.28,79.94,84.39,79.94,79.94,79.94
2024-01-17 07:00:00,96.00,96.00,96.50,95.35,95.35,95.35
2024-01-17 08:00:00,102.87,102.87,106.16,102.87,102.87,102.87
2024-01-17 09:00:00,106.91,106.91,110.33,106.91,106.91,106.91
2024-01-17 10:00:00,107.66,111.10,111.10,107.66,107.66,107.66
2024-01-17 11:00:00,117.71,117.71,117.71,114.06,114.06,114.06
2024-01-17 12:00:00,121.70,121.70,121.70,117.92,117.92,117.92
2024-01-17 13:00:00,121.74,121.74,121.74,117.97,117.97,117.97
2024-01-17 14:00:00,125.46,125.46,125.46,121.82,121.82,121.82
2024-01-17 15:00:00,128.56,128.56,128.56,124.84,124.84,125.24
2024-01-17 16:00:00,140.52,140.52,140.52,136.44,136.44,136.44
2024-01-17 17:00:00,123.59,123.59,123.59,120.01,120.01,120.62
2024-01-17 18:00:00,114.28,114.28,114.28,110.96,110.96,110.96
2024-01-17 19:00:00,109.80,109.80,109.80,106.61,106.61,106.61
2024-01-17 20:00:00,101.09,101.09,101.09,97.51,97.51,97.51
2024-01-17 21:00:00,94.28,94.28,94.28,91.36,91.36,91.36
2024-01-17 22:00:00,84.17,84.17,84.17,81.56,81.56,81.56
2024-01-17 23:00:00,81.33,81.33,81.33,77.34,60.09,60.09
2024-01-18 00:00:00,77.20,77.20,77.20,74.80,64.09,64.09
2024-01-18 01:00:00,75.29,75.29,75.29,72.96,72.96,72.96
2024-01-18 02:00:00,74.91,74.91,74.91,72.58,72.58,72.58
2024-01-18 03:00:00,77.57,77.57,77.57,75.17,75.17,75.17
2024-01-18 04:00:00,81.00,81.00,81.00,78.49,78.49,79.05
2024-01-18 05:00:00,91.25,91.44,91.44,88.60,88.60,91.44
2024-01-18 06:00:00,111.55,111.55,111.55,107.84,107.84,111.55
2024-01-18 07:00:00,125.89,125.89,125.89,122.24,125.89,125.89
2024-01-18 08:00:00,122.17,122.17,122.17,118.63,122.17,122.17
2024-01-18 09:00:00,110.90,110.90,110.90,107.90,110.90,110.90
2024-01-18 10:00:00,107.95,107.95,107.95,104.60,107.95,107.95
2024-01-18 11:00:00,93.55,93.55,93.55,90.65,93.55,93.55
2024-01-18 12:00:00,87.62,87.62,87.62,84.91,87.62,87.62
2024-01-18 13:00:00,86.43,86.43,86.43,83.75,86.43,86.43
2024-01-18 14:00:00,94.25,94.25,94.25,91.33,94.25,94.25
2024-01-18 15:00:00,99.52,99.52,99.52,96.44,99.52,99.52
2024-01-18 16:00:00,104.68,104.68,104.68,101.44,104.68,104.68
2024-01-18 17:00:00,103.26,103.26,103.26,100.48,103.26,103.26
2024-01-18 18:00:00,94.53,94.53,94.53,91.18,94.53,94.53
2024-01-18 19:00:00,86.97,86.97,86.97,84.28,86.97,86.97
2024-01-18 20:00:00,81.13,81.13,83.12,80.54,81.13,81.13
2024-01-18 21:00:00,77.43,77.43,80.93,77.43,77.43,77.43
2024-01-18 22:00:00,71.33,71.33,73.61,71.33,71.33,71.33
2024-01-18 23:00:00,68.40,68.40,70.58,68.40,68.40,68.40
2024-01-19 00:00:00,65.34,65.34,66.95,65.34,65.34,65.34
2024-01-19 01:00:00,64.05,64.05,65.63,64.05,64.05,64.05
2024-01-19 02:00:00,62.76,62.76,62.76,62.76,62.76,62.76
2024-01-19 03:00:00,63.32,63.32,63.32,63.32,63.32,63.32
2024-01-19 04:00:00,65.85,65.85,67.47,65.85,65.85,65.85
2024-01-19 05:00:00,75.74,75.74,77.94,74.04,75.74,75.74
2024-01-19 06:00:00,85.73,89.38,87.17,83.25,89.38,89.38
2024-01-19 07:00:00,104.06,104.27,104.27,101.04,104.27,104.27
2024-01-19 08:00:00,102.85,103.30,103.06,99.87,103.30,103.30
2024-01-19 09:00:00,95.15,95.85,95.15,92.39,95.85,95.85
2024-01-19 10:00:00,86.36,86.56,86.36,83.85,86.56,86.56
2024-01-19 11:00:00,76.83,78.72,76.83,74.60,78.72,78.72
2024-01-19 12:00:00,73.35,75.15,73.35,74.20,75.15,75.15
2024-01-19 13:00:00,75.21,76.91,75.21,75.30,76.91,76.91
2024-01-19 14:00:00,77.45,86.95,77.45,75.21,86.95,86.95
2024-01-19 15:00:00,84.69,104.60,84.69,82.23,104.60,104.60
2024-01-19 16:00:00,93.60,114.77,93.60,90.89,114.77,114.77
2024-01-19 17:00:00,88.05,108.49,91.70,88.86,108.49,108.49
2024-01-19 18:00:00,77.37,85.10,82.23,79.68,85.10,85.10
2024-01-19 19:00:00,74.00,75.82,74.00,75.82,75.82,75.82
2024-01-19 20:00:00,71.12,73.01,71.12,73.01,73.01,73.01
2024-01-19 21:00:00,68.64,70.69,68.64,70.69,70.69,70.69
2024-01-19 22:00:00,64.75,66.69,64.75,66.69,66.69,66.69
2024-01-19 23:00:00,66.00,67.62,66.00,67.62,67.62,67.62
2024-01-20 00:00:00,63.45,65.01,63.45,65.35,65.01,65.01
2024-01-20 01:00:00,63.54,65.10,63.54,65.42,65.10,65.10
2024-01-20 02:00:00,61.82,63.34,61.82,63.68,63.34,63.34
2024-01-20 03:00:00,61.85,63.37,61.85,63.70,63.37,63.37
2024-01-20 04:00:00,61.75,61.75,61.75,63.59,63.26,63.26
2024-01-20 05:00:00,62.59,64.45,62.59,64.45,64.45,64.45
2024-01-20 06:00:00,66.90,68.55,66.90,68.55,68.55,68.55
2024-01-20 07:00:00,74.82,74.82,74.82,74.82,74.82,74.82
2024-01-20 08:00:00,77.90,78.85,77.90,78.85,78.85,78.85
2024-01-20 09:00:00,71.80,73.57,71.80,73.57,73.57,73.57
2024-01-20 10:00:00,70.77,72.51,70.77,72.51,72.51,72.51
2024-01-20 11:00:00,67.73,69.75,67.73,69.75,69.75,69.75
2024-01-20 12:00:00,68.78,70.79,68.78,70.79,70.79,70.79
2024-01-20 13:00:00,73.39,73.39,73.39,73.39,73.39,73.39
2024-01-20 14:00:00,79.11,79.11,79.11,76.82,79.11,79.11
2024-01-20 15:00:00,87.80,90.05,87.80,85.26,90.05,90.05
2024-01-20 16:00:00,94.93,97.27,94.93,92.18,97.27,97.27
2024-01-20 17:00:00,99.87,101.11,99.87,96.97,101.11,101.11
2024-01-20 18:00:00,91.57,91.57,91.57,88.91,91.57,91.57
2024-01-20 19:00:00,80.00,80.00,81.97,79.24,80.00,80.00
2024-01-20 20:00:00,73.39,73.39,75.74,73.39,73.39,73.39
2024-01-20 21:00:00,70.42,70.42,74.68,70.42,70.42,70.42
2024-01-20 22:00:00,66.99,66.99,69.13,66.99,66.99,66.99
2024-01-20 23:00:00,59.70,59.70,66.83,61.48,59.70,59.70
2024-01-21 00:00:00,57.55,57.55,57.55,59.04,56.17,56.17
2024-01-21 01:00:00,55.15,55.15,55.15,56.46,38.57,38.57
2024-01-21 02:00:00,50.89,50.89,50.89,52.98,34.40,34.40
2024-01-21 03:00:00,48.51,48.51,48.51,50.06,34.28,34.28
2024-01-21 04:00:00,47.45,47.45,47.45,48.97,34.61,34.61
2024-01-21 05:00:00,45.53,45.53,45.53,46.99,34.30,34.30
2024-01-21 06:00:00,43.96,43.96,43.96,45.37,34.98,34.98
2024-01-21 07:00:00,51.36,51.36,51.36,53.00,34.83,34.83
2024-01-21 08:00:00,54.36,54.36,54.36,56.09,35.58,35.58
2024-01-21 09:00:00,46.06,46.06,46.06,57.20,36.88,36.88
2024-01-21 10:00:00,48.67,48.67,48.67,58.10,37.80,37.80
2024-01-21 11:00:00,38.48,38.48,38.48,58.31,37.31,37.31
2024-01-21 12:00:00,37.69,37.69,37.69,58.05,36.78,36.78
2024-01-21 13:00:00,44.30,44.30,44.30,58.02,37.04,37.04
2024-01-21 14:00:00,49.04,49.04,49.04,58.77,37.53,37.53
2024-01-21 15:00:00,49.83,49.83,49.83,59.96,48.63,48.63
2024-01-21 16:00:00,56.65,56.65,56.65,60.38,55.29,55.29
2024-01-21 17:00:00,61.45,61.45,61.45,61.49,59.97,59.97
2024-01-21 18:00:00,58.64,58.64,58.64,60.39,56.95,56.95
2024-01-21 19:00:00,51.50,51.50,51.50,57.98,35.06,35.06
2024-01-21 20:00:00,52.46,52.46,52.46,56.70,34.55,34.55
2024-01-21 21:00:00,50.39,50.39,50.39,56.06,34.83,34.83
2024-01-21 22:00:00,39.46,29.03,39.46,55.03,29.03,29.03
2024-01-21 23:00:00,36.66,27.30,36.66,50.35,27.30,27.30
2024-01-22 00:00:00,22.24,22.24,22.24,49.95,22.24,22.24
2024-01-22 01:00:00,18.62,18.62,18.62,46.02,18.62,18.62
2024-01-22 02:00:00,5.04,5.04,5.04,28.85,5.04,5.04
2024-01-22 03:00:00,5.06,5.06,5.06,18.60,5.06,5.06
2024-01-22 04:00:00,20.00,20.00,20.00,20.63,20.00,20.00
2024-01-22 05:00:00,40.50,40.50,40.50,48.88,26.05,26.05
2024-01-22 06:00:00,60.47,60.47,60.47,59.84,33.20,33.20
2024-01-22 07:00:00,66.48,66.48,66.48,62.97,33.08,33.08
2024-01-22 08:00:00,57.58,57.58,57.58,61.14,32.87,32.87
2024-01-22 09:00:00,61.55,61.55,61.55,62.92,31.69,31.69
2024-01-22 10:00:00,60.60,60.60,60.60,61.45,30.87,30.87
2024-01-22 11:00:00,56.92,56.92,56.92,59.82,30.60,30.60
2024-01-22 12:00:00,56.72,56.72,56.72,58.54,29.29,29.29
2024-01-22 13:00:00,58.23,58.23,58.23,60.09,28.58,28.58
2024-01-22 14:00:00,59.73,59.73,59.73,61.39,30.32,30.32
2024-01-22 15:00:00,59.99,59.99,59.99,61.78,31.62,31.62
2024-01-22 16:00:00,61.85,61.85,70.94,63.69,32.85,32.85
2024-01-22 17:00:00,61.03,61.03,77.35,62.85,32.44,32.44
2024-01-22 18:00:00,60.03,60.03,71.99,61.83,31.75,31.75
2024-01-22 19:00:00,59.60,59.60,66.65,61.38,31.41,31.41
2024-01-22 20:00:00,57.00,57.00,57.00,60.22,28.84,28.84
2024-01-22 21:00:00,55.89,26.07,55.89,57.56,26.07,26.07
2024-01-22 22:00:00,49.88,23.03,49.88,52.01,23.03,23.03
2024-01-22 23:00:00,16.23,15.84,16.23,17.40,15.84,15.84
2024-01-23 00:00:00,10.10,10.10,10.10,11.35,9.86,9.86
2024-01-23 01:00:00,9.37,9.37,9.37,10.33,9.14,9.14
2024-01-23 02:00:00,4.17,4.17,4.17,5.17,4.17,4.17
2024-01-23 03:00:00,10.22,10.22,10.22,25.00,10.22,10.22
2024-01-23 04:00:00,39.23,21.63,39.23,52.23,21.63,21.63
2024-01-23 05:00:00,58.99,25.73,59.76,58.99,25.73,25.73
2024-01-23 06:00:00,60.93,60.93,76.42,61.07,29.39,29.39
2024-01-23 07:00:00,61.90,61.90,69.82,63.75,33.62,33.62
2024-01-23 08:00:00,61.11,61.11,69.93,62.93,30.82,30.82
2024-01-23 09:00:00,59.97,59.97,59.97,61.76,29.92,29.92
2024-01-23 10:00:00,59.44,59.44,59.80,61.22,27.67,27.67
2024-01-23 11:00:00,59.14,41.58,59.14,60.91,26.58,26.58
2024-01-23 12:00:00,59.43,26.76,59.43,61.33,26.76,26.76
2024-01-23 13:00:00,61.90,42.91,62.70,63.62,26.73,26.73
2024-01-23 14:00:00,62.76,62.76,74.63,64.64,29.00,29.00
2024-01-23 15:00:00,66.29,66.29,78.95,66.29,64.95,64.95
2024-01-23 16:00:00,68.46,68.46,81.59,68.46,68.46,68.46
2024-01-23 17:00:00,66.78,66.78,84.51,66.78,66.78,66.78
2024-01-23 18:00:00,63.34,63.34,74.55,63.34,63.34,63.34
2024-01-23 19:00:00,60.46,60.46,61.95,60.46,60.46,60.46
2024-01-23 20:00:00,53.74,52.45,53.74,58.04,52.45,52.45
2024-01-23 21:00:00,45.36,40.82,45.36,52.92,40.82,40.82
2024-01-23 22:00:00,33.26,33.26,33.26,43.99,33.26,33.26
2024-01-23 23:00:00,3.05,28.61,3.05,38.23,28.61,28.61
2024-01-24 00:00:00,-0.03,25.17,-0.03,25.17,25.17,25.17
2024-01-24 01:00:00,0.00,20.64,-0.64,20.64,20.64,20.64
2024-01-24 02:00:00,-0.01,18.82,-4.41,18.82,18.82,18.82
2024-01-24 03:00:00,-0.02,17.85,-4.84,17.85,17.85,17.85
2024-01-24 04:00:00,-0.18,19.55,-0.18,19.55,19.55,19.55
2024-01-24 05:00:00,14.76,25.50,14.76,25.50,25.50,25.50
2024-01-24 06:00:00,42.09,38.73,42.09,49.44,38.73,38.73
2024-01-24 07:00:00,50.07,50.07,51.58,53.23,50.07,50.07
2024-01-24 08:00:00,49.54,49.54,50.76,53.88,49.54,49.54
2024-01-24 09:00:00,50.10,50.10,50.10,53.68,50.10,50.10
2024-01-24 10:00:00,50.78,50.76,50.78,53.19,50.76,50.76
2024-01-24 11:00:00,39.32,39.34,39.32,52.59,39.34,39.34
2024-01-24 12:00:00,36.44,37.34,36.44,52.38,37.34,37.34
2024-01-24 13:00:00,45.04,45.04,45.04,50.51,45.04,45.04
2024-01-24 14:00:00,49.95,49.95,49.95,51.54,49.95,49.95
2024-01-24 15:00:00,50.80,50.80,50.80,52.96,50.80,50.80
2024-01-24 16:00:00,54.21,54.21,54.21,55.41,54.21,54.21
2024-01-24 17:00:00,53.32,53.32,53.32,54.92,53.32,53.32
2024-01-24 18:00:00,50.09,50.09,50.09,51.81,50.09,50.09
2024-01-24 19:00:00,42.18,42.18,42.18,50.04,42.18,42.18
2024-01-24 20:00:00,40.04,40.04,40.04,50.12,40.04,40.04
2024-01-24 21:00:00,42.01,42.01,42.01,49.90,42.01,42.01
2024-01-24 22:00:00,38.53,38.53,38.53,47.52,38.53,38.53
2024-01-24 23:00:00,44.34,43.84,44.34,48.68,43.84,43.84
2024-01-25 00:00:00,45.06,43.97,45.06,46.66,43.97,43.97
2024-01-25 01:00:00,43.34,42.76,43.34,44.94,42.76,42.76
2024-01-25 02:00:00,44.92,43.85,44.92,48.66,43.85,43.85
2024-01-25 03:00:00,46.22,45.11,46.22,50.74,45.11,45.11
2024-01-25 04:00:00,52.38,51.01,52.38,53.13,51.01,51.01
2024-01-25 05:00:00,58.03,59.39,69.10,59.39,59.39,59.39
2024-01-25 06:00:00,66.05,66.05,77.65,66.05,66.05,66.05
2024-01-25 07:00:00,89.02,89.02,91.87,89.02,89.02,89.02
2024-01-25 08:00:00,85.25,85.25,87.97,85.25,85.25,85.25
2024-01-25 09:00:00,81.35,81.35,83.95,81.35,81.35,81.35
2024-01-25 10:00:00,76.22,76.22,78.66,76.22,76.22,76.22
2024-01-25 11:00:00,73.15,73.15,74.95,72.63,73.15,73.15
2024-01-25 12:00:00,75.99,75.99,77.86,75.44,75.99,75.99
2024-01-25 13:00:00,84.98,84.98,87.07,79.56,84.98,84.98
2024-01-25 14:00:00,92.07,92.07,93.91,89.10,92.07,92.07
2024-01-25 15:00:00,101.38,101.38,102.46,81.53,101.38,101.38
2024-01-25 16:00:00,123.38,123.38,123.38,119.56,122.35,122.35
2024-01-25 17:00:00,115.54,115.54,115.54,111.96,114.30,114.30
2024-01-25 18:00:00,98.79,98.79,98.79,95.73,98.79,98.79
2024-01-25 19:00:00,91.07,91.07,91.07,88.24,91.07,91.07
2024-01-25 20:00:00,86.31,86.31,86.31,83.64,86.31,86.31
2024-01-25 21:00:00,80.43,80.43,80.43,77.93,80.02,80.02
2024-01-25 22:00:00,75.16,75.16,75.16,72.83,72.83,75.16
2024-01-25 23:00:00,62.80,62.80,62.80,62.80,62.80,62.80
2024-01-26 00:00:00,61.96,62.00,62.00,60.82,60.82,62.00
2024-01-26 01:00:00,58.49,58.49,58.49,58.49,58.49,58.49
2024-01-26 02:00:00,54.79,56.35,57.73,55.94,55.94,56.35
2024-01-26 03:00:00,47.62,55.70,57.07,54.75,54.75,55.70
2024-01-26 04:00:00,50.65,52.16,52.16,52.16,52.16,52.16
2024-01-26 05:00:00,56.27,57.95,59.37,57.95,57.95,57.95
2024-01-26 06:00:00,62.97,62.97,71.12,62.97,62.97,62.97
2024-01-26 07:00:00,64.94,64.94,76.59,64.94,64.94,64.94
2024-01-26 08:00:00,63.80,63.80,70.58,63.80,63.80,63.80
2024-01-26 09:00:00,61.22,61.22,61.61,61.22,61.22,61.22
2024-01-26 10:00:00,58.74,58.74,59.14,58.74,58.74,58.74
2024-01-26 11:00:00,52.28,52.28,52.28,54.47,52.28,52.28
2024-01-26 12:00:00,46.47,46.47,46.47,52.18,46.47,46.47
2024-01-26 13:00:00,49.28,49.28,49.28,52.18,49.28,49.28
2024-01-26 14:00:00,50.11,48.91,50.11,52.78,48.91,48.91
2024-01-26 15:00:00,52.74,51.48,52.74,54.86,51.48,51.48
2024-01-26 16:00:00,57.37,57.37,60.70,57.37,57.37,57.37
2024-01-26 17:00:00,55.28,54.19,58.75,56.93,54.19,54.19
2024-01-26 18:00:00,54.53,33.51,64.96,56.16,33.51,33.51
2024-01-26 19:00:00,54.32,27.58,58.78,55.94,27.58,27.58
2024-01-26 20:00:00,54.35,25.76,62.02,55.97,25.76,25.76
2024-01-26 21:00:00,54.39,24.39,59.58,56.02,24.39,24.39
2024-01-26 22:00:00,53.71,21.98,57.08,55.31,21.98,21.98
2024-01-26 23:00:00,54.44,19.32,55.50,56.07,19.32,19.32
2024-01-27 00:00:00,55.03,18.26,55.03,56.57,18.26,18.26
2024-01-27 01:00:00,56.21,17.63,56.21,56.47,17.63,17.63
2024-01-27 02:00:00,55.05,18.02,55.05,56.05,18.02,18.02
2024-01-27 03:00:00,55.74,18.49,55.74,55.74,18.49,18.49
2024-01-27 04:00:00,56.83,18.84,56.83,56.83,18.84,18.84
2024-01-27 05:00:00,57.24,19.41,59.07,57.24,19.41,19.41
2024-01-27 06:00:00,57.86,20.71,65.91,57.86,20.71,20.71
2024-01-27 07:00:00,58.13,28.85,75.29,58.13,21.00,21.00
2024-01-27 08:00:00,58.50,31.90,72.56,58.50,21.03,21.03
2024-01-27 09:00:00,58.20,45.82,60.06,58.20,21.13,21.13
2024-01-27 10:00:00,56.61,56.61,56.61,56.61,21.02,21.02
2024-01-27 11:00:00,55.84,55.84,55.84,55.84,20.53,20.53
2024-01-27 12:00:00,53.88,32.49,53.88,55.48,20.08,20.08
2024-01-27 13:00:00,59.14,39.78,59.72,57.54,20.03,20.03
2024-01-27 14:00:00,57.95,57.95,72.44,57.95,20.17,20.17
2024-01-27 15:00:00,58.93,58.93,83.62,58.93,20.33,20.33
2024-01-27 16:00:00,61.75,61.75,93.37,59.96,20.67,59.90
2024-01-27 17:00:00,61.31,61.31,95.95,59.54,20.41,35.68
2024-01-27 18:00:00,59.43,59.43,92.53,59.07,18.62,18.62
2024-01-27 19:00:00,58.21,58.21,84.42,58.21,15.13,15.13
2024-01-27 20:00:00,57.85,57.85,76.07,57.85,10.14,10.14
2024-01-27 21:00:00,57.73,57.73,75.97,57.73,3.48,3.48
2024-01-27 22:00:00,57.61,57.61,72.70,57.61,2.76,2.76
2024-01-27 23:00:00,66.77,66.77,66.77,57.52,0.01,0.01
2024-01-28 00:00:00,58.80,58.80,60.92,57.09,2.62,2.62
2024-01-28 01:00:00,58.26,58.26,59.65,56.57,3.48,3.48
2024-01-28 02:00:00,57.72,57.72,59.94,56.05,11.48,11.48
2024-01-28 03:00:00,57.87,57.87,61.40,56.20,15.05,15.05
2024-01-28 04:00:00,57.63,57.63,64.11,55.96,16.34,16.34
2024-01-28 05:00:00,57.72,57.72,60.53,56.05,18.22,18.22
2024-01-28 06:00:00,58.98,58.98,59.64,56.79,18.76,18.76
2024-01-28 07:00:00,59.20,59.20,59.63,56.26,18.55,58.20
2024-01-28 08:00:00,55.08,55.08,55.08,54.90,18.66,53.76
2024-01-28 09:00:00,51.16,51.16,51.16,51.45,18.64,49.93
2024-01-28 10:00:00,45.75,45.75,45.75,48.56,18.73,44.65
2024-01-28 11:00:00,41.58,41.58,41.58,42.91,18.49,40.58
2024-01-28 12:00:00,40.09,40.09,40.09,45.26,18.05,39.13
2024-01-28 13:00:00,50.65,50.65,50.65,51.93,16.91,49.43
2024-01-28 14:00:00,56.41,56.41,56.41,55.13,17.91,55.06
2024-01-28 15:00:00,57.93,57.93,68.87,57.93,18.42,57.93
2024-01-28 16:00:00,57.86,57.86,77.84,57.86,18.26,57.86
2024-01-28 17:00:00,57.33,57.33,71.93,57.33,18.16,57.33
2024-01-28 18:00:00,56.61,56.61,69.88,56.61,13.42,13.42
2024-01-28 19:00:00,54.34,29.21,68.25,55.96,1.97,1.97
2024-01-28 20:00:00,53.79,16.37,57.17,55.39,0.01,0.01
2024-01-28 21:00:00,53.71,10.00,59.43,55.31,-0.01,-0.01
2024-01-28 22:00:00,52.69,6.92,56.00,54.26,-0.31,-0.31
2024-01-28 23:00:00,48.74,15.00,49.97,50.09,-0.42,-0.42
2024-01-29 00:00:00,47.26,9.99,47.26,48.77,-1.72,-1.72
2024-01-29 01:00:00,48.12,9.99,48.12,49.55,-1.78,-1.78
2024-01-29 02:00:00,47.97,15.00,47.97,49.56,-1.77,-1.77
2024-01-29 03:00:00,51.58,15.00,51.58,52.65,-1.41,-1.41
2024-01-29 04:00:00,55.42,15.01,60.06,55.42,-0.11,-0.11
2024-01-29 05:00:00,53.72,24.19,80.00,56.66,5.91,5.91
2024-01-29 06:00:00,62.02,62.02,93.57,59.09,19.17,19.17
2024-01-29 07:00:00,83.23,83.23,99.17,61.78,20.56,20.56
2024-01-29 08:00:00,88.39,88.39,88.39,61.68,24.71,59.93
2024-01-29 09:00:00,78.90,78.90,78.90,61.80,40.58,77.01
2024-01-29 10:00:00,71.27,71.27,71.27,61.89,47.92,69.56
2024-01-29 11:00:00,70.24,70.24,70.24,62.61,62.61,68.55
2024-01-29 12:00:00,74.99,74.99,74.99,62.92,62.92,73.19
2024-01-29 13:00:00,82.55,82.55,82.55,63.90,63.90,80.57
2024-01-29 14:00:00,97.60,97.60,97.60,88.97,88.97,95.26
2024-01-29 15:00:00,108.43,108.43,108.43,105.07,105.07,108.43
2024-01-29 16:00:00,127.42,127.42,127.42,123.47,123.47,127.33
2024-01-29 17:00:00,117.30,117.30,117.30,113.66,113.66,116.10
2024-01-29 18:00:00,107.52,107.52,107.52,104.19,104.19,107.52
2024-01-29 19:00:00,91.98,91.98,91.98,89.13,89.13,91.98
2024-01-29 20:00:00,86.79,86.79,86.79,81.83,81.83,86.51
2024-01-29 21:00:00,83.42,83.42,83.42,64.40,64.40,83.37
2024-01-29 22:00:00,80.29,80.29,80.29,62.19,62.19,78.36
2024-01-29 23:00:00,71.94,71.94,71.94,60.12,60.12,70.21
2024-01-30 00:00:00,68.79,68.79,68.79,59.60,49.96,67.14
2024-01-30 01:00:00,69.37,69.37,69.37,59.29,47.95,67.71
2024-01-30 02:00:00,67.44,67.44,67.44,59.16,47.91,65.82
2024-01-30 03:00:00,67.18,67.18,67.18,59.27,47.95,65.57
2024-01-30 04:00:00,69.37,69.37,69.37,59.95,59.95,67.71
2024-01-30 05:00:00,68.67,76.55,78.43,61.95,61.95,76.55
2024-01-30 06:00:00,75.29,90.60,90.60,70.69,70.69,90.60
2024-01-30 07:00:00,83.51,95.93,95.93,83.51,83.51,95.93
2024-01-30 08:00:00,84.67,84.93,84.93,82.22,82.22,84.93
2024-01-30 09:00:00,77.15,77.15,77.15,74.68,74.68,77.15
2024-01-30 10:00:00,65.36,68.42,70.10,64.83,64.83,68.42
2024-01-30 11:00:00,63.81,66.47,68.10,63.81,63.81,66.47
2024-01-30 12:00:00,63.69,66.59,68.23,63.69,63.69,66.59
2024-01-30 13:00:00,64.02,70.21,71.93,64.02,64.02,70.21
2024-01-30 14:00:00,62.64,62.64,79.49,62.64,62.64,62.64
2024-01-30 15:00:00,63.73,63.73,82.36,63.73,63.73,63.73
2024-01-30 16:00:00,71.90,71.90,88.17,69.82,69.82,71.90
2024-01-30 17:00:00,61.42,61.42,99.23,61.42,61.42,61.42
2024-01-30 18:00:00,58.45,58.45,91.91,58.45,58.45,58.45
2024-01-30 19:00:00,56.72,56.72,86.04,56.72,56.72,56.72
2024-01-30 20:00:00,53.92,53.92,78.00,55.53,53.92,53.92
2024-01-30 21:00:00,53.56,22.56,75.01,55.16,22.56,22.56
2024-01-30 22:00:00,53.25,24.17,71.51,54.84,24.17,24.17
2024-01-30 23:00:00,51.61,18.39,71.73,53.15,18.39,18.39
2024-01-31 00:00:00,51.38,18.46,70.19,52.92,18.46,18.46
2024-01-31 01:00:00,51.26,18.50,70.89,52.79,18.50,18.50
2024-01-31 02:00:00,51.06,18.58,69.82,52.59,18.58,18.58
2024-01-31 03:00:00,51.39,18.96,69.14,52.93,18.96,18.96
2024-01-31 04:00:00,50.81,19.39,73.82,53.97,19.39,19.39
2024-01-31 05:00:00,55.01,25.54,84.85,55.01,25.54,25.54
2024-01-31 06:00:00,56.91,56.15,108.17,56.91,56.15,56.15
2024-01-31 07:00:00,57.90,57.90,119.93,57.90,57.90,57.90
2024-01-31 08:00:00,56.60,51.16,93.61,56.60,32.03,32.03
2024-01-31 09:00:00,55.66,41.88,82.98,55.66,20.41,20.41
2024-01-31 10:00:00,53.71,22.67,77.09,54.62,19.12,19.12
2024-01-31 11:00:00,53.73,20.48,74.91,54.08,18.54,18.54
2024-01-31 12:00:00,46.42,20.44,67.66,53.24,17.77,17.77
2024-01-31 13:00:00,40.05,20.08,66.69,53.15,17.00,17.00
2024-01-31 14:00:00,39.97,20.09,75.87,52.85,16.31,16.31
2024-01-31 15:00:00,39.92,26.01,81.62,53.00,16.95,16.95
2024-01-31 16:00:00,49.36,49.36,87.91,52.80,16.67,16.67
2024-01-31 17:00:00,46.99,26.60,86.78,52.57,10.38,10.38
2024-01-31 18:00:00,41.24,20.50,73.65,51.96,3.47,3.47
2024-01-31 19:00:00,36.80,20.03,66.03,51.92,0.00,0.00
2024-01-31 20:00:00,34.10,16.34,56.96,51.97,-0.07,-0.07
2024-01-31 21:00:00,33.53,3.73,54.08,49.89,-0.89,-0.89
2024-01-31 22:00:00,39.73,1.60,39.73,44.95,-2.02,-2.02
2024-01-31 23:00:00,47.06,9.04,47.06,47.50,-2.07,-2.07
2024-02-01 00:00:00,41.12,9.30,41.12,42.44,-2.22,-2.22
2024-02-01 01:00:00,42.16,10.02,42.16,43.51,-2.49,-2.49
2024-02-01 02:00:00,43.05,10.01,43.05,44.43,-2.50,-2.50
2024-02-01 03:00:00,46.91,5.19,46.91,48.22,-2.07,-2.07
2024-02-01 04:00:00,49.39,9.01,55.34,50.86,-1.84,-1.84
2024-02-01 05:00:00,50.35,19.26,69.01,51.85,-0.10,-0.10
2024-02-01 06:00:00,52.27,26.06,86.12,53.83,3.08,3.08
2024-02-01 07:00:00,52.68,26.22,92.50,54.26,3.43,3.43
